name,full_path,relative_path,directory,extension,size_bytes,size_mb,modified_date,created_date,ai_tags
Door_Teskao_04_Re_Mesh_fix_Anim_eyeR.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_EyeR_v01\Door_Teskao_04_Re_Mesh_fix_Anim_eyeR.FBX,Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_EyeR_v01\Door_Teskao_04_Re_Mesh_fix_Anim_eyeR.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_EyeR_v01,.fbx,5694368,5.431,2023-08-18 14:08:32,2025-05-26 20:35:41,"Модель, работа, маленький, старый, дверь, анимация, 3D"
Hand_Teskao_02_Re_Mesh_fix_Anim_eyeR.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_EyeR_v01\Hand_Teskao_02_Re_Mesh_fix_Anim_eyeR.FBX,Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_EyeR_v01\Hand_Teskao_02_Re_Mesh_fix_Anim_eyeR.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_EyeR_v01,.fbx,2288992,2.183,2023-08-18 14:08:37,2025-05-26 20:35:41,"работа, маленький, старый, маленький., 3D-модель, анимация"
Hand_Teskao_03_Re_Mesh_fix_Anim_eyeR.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_EyeR_v01\Hand_Teskao_03_Re_Mesh_fix_Anim_eyeR.FBX,Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_EyeR_v01\Hand_Teskao_03_Re_Mesh_fix_Anim_eyeR.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_EyeR_v01,.fbx,2592576,2.472,2023-08-18 14:08:41,2025-05-26 20:35:41,"Модель, маленький, старый, работа, крупный., анимация, 3D"
Hand_Teskao_04_Re_Mesh_fix_Anim_eyeR.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_EyeR_v01\Hand_Teskao_04_Re_Mesh_fix_Anim_eyeR.FBX,Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_EyeR_v01\Hand_Teskao_04_Re_Mesh_fix_Anim_eyeR.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_EyeR_v01,.fbx,2328112,2.22,2023-08-18 14:08:46,2025-05-26 20:35:41,"работа, маленький, старый, глаз, меш, 3D-модель, анимация"
Metelitsa_Ladder_04_Re_Mesh_fix_Anim_eyeR.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_EyeR_v01\Metelitsa_Ladder_04_Re_Mesh_fix_Anim_eyeR.FBX,Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_EyeR_v01\Metelitsa_Ladder_04_Re_Mesh_fix_Anim_eyeR.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_EyeR_v01,.fbx,2935024,2.799,2023-08-18 14:08:52,2025-05-26 20:35:41,"дизайн, Модель, игра., маленький, старый, анимация, 3D"
Prohod_Teskao_02_Re_Mesh_fix_Anim_eyeR.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_EyeR_v01\Prohod_Teskao_02_Re_Mesh_fix_Anim_eyeR.FBX,Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_EyeR_v01\Prohod_Teskao_02_Re_Mesh_fix_Anim_eyeR.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_EyeR_v01,.fbx,5420672,5.17,2023-08-18 14:08:56,2025-05-26 20:35:41,"Модель, маленький, старый, работа, проект, анимация, 3D"
Prohod_Teskao_03_Re_Mesh_fix_Anim_eyeR.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_EyeR_v01\Prohod_Teskao_03_Re_Mesh_fix_Anim_eyeR.FBX,Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_EyeR_v01\Prohod_Teskao_03_Re_Mesh_fix_Anim_eyeR.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_EyeR_v01,.fbx,3874096,3.695,2023-08-18 14:09:01,2025-05-26 20:35:41,"большой, работа, маленький, старый, важный, 3D-модель, анимация"
Turn_Teskao_03_Re_Mesh_fix_Anim_eyeR.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_EyeR_v01\Turn_Teskao_03_Re_Mesh_fix_Anim_eyeR.FBX,Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_EyeR_v01\Turn_Teskao_03_Re_Mesh_fix_Anim_eyeR.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_EyeR_v01,.fbx,3734080,3.561,2023-08-18 14:09:05,2025-05-26 20:35:42,"объемный, Модель, работа, маленький, старый, анимация, 3D"
Turn_Teskao_04_Re_Mesh_fix_Anim_eyeR.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_EyeR_v01\Turn_Teskao_04_Re_Mesh_fix_Anim_eyeR.FBX,Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_EyeR_v01\Turn_Teskao_04_Re_Mesh_fix_Anim_eyeR.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_EyeR_v01,.fbx,4193792,4.0,2023-08-18 14:09:11,2025-05-26 20:35:42,"большой, Модель, маленький, старый, работа, анимация, 3D"
Wear_Teskao_05_Re_Mesh_fix_Anim_eyeR.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_EyeR_v01\Wear_Teskao_05_Re_Mesh_fix_Anim_eyeR.FBX,Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_EyeR_v01\Wear_Teskao_05_Re_Mesh_fix_Anim_eyeR.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_EyeR_v01,.fbx,3892848,3.713,2023-08-18 14:09:16,2025-05-26 20:35:42,"Модель, маленький, старый, работа, крупный., анимация, 3D"
Born_Teskao_03_Re_Clean_v06_Anim_FIX_Hair.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_Hair_v01\Born_Teskao_03_Re_Clean_v06_Anim_FIX_Hair.FBX,Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_Hair_v01\Born_Teskao_03_Re_Clean_v06_Anim_FIX_Hair.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_Hair_v01,.fbx,7645744,7.292,2023-08-18 15:27:21,2025-05-26 20:35:42,"Модель, маленький, старый, работа, крупный, анимация, 3D"
Door_Teskao_04_Re_Mesh_fix_Anim_Hair.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_Hair_v01\Door_Teskao_04_Re_Mesh_fix_Anim_Hair.FBX,Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_Hair_v01\Door_Teskao_04_Re_Mesh_fix_Anim_Hair.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_Hair_v01,.fbx,8565168,8.168,2023-08-18 15:27:28,2025-05-26 20:35:42,"Модель, маленький, старый, дверь, анимация, 3D, объект."
Hand_Teskao_02_Re_Mesh_fix_Hair.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_Hair_v01\Hand_Teskao_02_Re_Mesh_fix_Hair.FBX,Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_Hair_v01\Hand_Teskao_02_Re_Mesh_fix_Hair.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_Hair_v01,.fbx,5159776,4.921,2023-08-18 15:29:21,2025-05-26 20:35:42,"Модель, анимация, работа, маленький, старый, крупный., 3D"
Hand_Teskao_03_Re_Mesh_fix_Anim_Hair.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_Hair_v01\Hand_Teskao_03_Re_Mesh_fix_Anim_Hair.FBX,Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_Hair_v01\Hand_Teskao_03_Re_Mesh_fix_Anim_Hair.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_Hair_v01,.fbx,5463376,5.21,2023-08-18 15:29:26,2025-05-26 20:35:42,"Модель, маленький, старый, работа, крупный., анимация, 3D"
Hand_Teskao_04_Re_Mesh_fix_Anim_Hair.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_Hair_v01\Hand_Teskao_04_Re_Mesh_fix_Anim_Hair.FBX,Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_Hair_v01\Hand_Teskao_04_Re_Mesh_fix_Anim_Hair.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_Hair_v01,.fbx,5198912,4.958,2023-08-18 15:29:31,2025-05-26 20:35:42,"дизайн, Модель, маленький, старый, файл, анимация, 3D"
Metelitsa_Ladder_04_Re_Mesh_fix_Anim_Hair.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_Hair_v01\Metelitsa_Ladder_04_Re_Mesh_fix_Anim_Hair.FBX,Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_Hair_v01\Metelitsa_Ladder_04_Re_Mesh_fix_Anim_Hair.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_Hair_v01,.fbx,5805808,5.537,2023-08-18 15:29:35,2025-05-26 20:35:42,"дизайн, Модель, игра., маленький, старый, анимация, 3D"
Prohod_Teskao_02_Re_Mesh_fix_Anim_Hair.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_Hair_v01\Prohod_Teskao_02_Re_Mesh_fix_Anim_Hair.FBX,Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_Hair_v01\Prohod_Teskao_02_Re_Mesh_fix_Anim_Hair.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_Hair_v01,.fbx,8291456,7.907,2023-08-18 15:29:40,2025-05-26 20:35:42,"Модель, архив, маленький, старый, проект, анимация, 3D"
Prohod_Teskao_03_Re_Mesh_fix_Anim_Hair.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_Hair_v01\Prohod_Teskao_03_Re_Mesh_fix_Anim_Hair.FBX,Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_Hair_v01\Prohod_Teskao_03_Re_Mesh_fix_Anim_Hair.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_Hair_v01,.fbx,6744896,6.432,2023-08-18 15:29:45,2025-05-26 20:35:42,"большой, работа, маленький, старый, формат FBX, 3D-модель, анимация"
Turn_Teskao_03_Re_Mesh_fix_Anim_Hair.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_Hair_v01\Turn_Teskao_03_Re_Mesh_fix_Anim_Hair.FBX,Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_Hair_v01\Turn_Teskao_03_Re_Mesh_fix_Anim_Hair.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_Hair_v01,.fbx,6604864,6.299,2023-08-18 15:29:50,2025-05-26 20:35:42,"дизайн, Модель, маленький, старый, размерный., анимация, 3D"
Turn_Teskao_04_Re_Mesh_fix_Anim_Hair.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_Hair_v01\Turn_Teskao_04_Re_Mesh_fix_Anim_Hair.FBX,Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_Hair_v01\Turn_Teskao_04_Re_Mesh_fix_Anim_Hair.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_Hair_v01,.fbx,7064576,6.737,2023-08-18 15:29:55,2025-05-26 20:35:43,"Модель, маленький, старый, работа, крупный., анимация, 3D"
Wear_Teskao_05_Re_Mesh_fix_Anim_Hair.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_Hair_v01\Wear_Teskao_05_Re_Mesh_fix_Anim_Hair.FBX,Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_Hair_v01\Wear_Teskao_05_Re_Mesh_fix_Anim_Hair.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_Hair_v01,.fbx,6763632,6.45,2023-08-18 15:30:01,2025-05-26 20:35:43,"ремешок, маленький, старый, волосы., одежда, 3D-модель, анимация"
Born_Teskao_03_Re_Clean_v06_Anim_FIX_Head.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_Head_v01\Born_Teskao_03_Re_Clean_v06_Anim_FIX_Head.FBX,Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_Head_v01\Born_Teskao_03_Re_Clean_v06_Anim_FIX_Head.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_Head_v01,.fbx,5854400,5.583,2023-08-18 14:13:54,2025-05-26 20:35:43,"Модель, маленький, старый, работа, крупный., анимация, 3D"
Door_Teskao_04_Re_Mesh_fix_Anim_Head.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_Head_v01\Door_Teskao_04_Re_Mesh_fix_Anim_Head.FBX,Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_Head_v01\Door_Teskao_04_Re_Mesh_fix_Anim_Head.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_Head_v01,.fbx,6773808,6.46,2023-08-18 14:14:05,2025-05-26 20:35:43,"Модель, маленький, старый, ремеш., дверь, анимация, 3D"
Hand_Teskao_02_Re_Mesh_fix_Anim_Head.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_Head_v01\Hand_Teskao_02_Re_Mesh_fix_Anim_Head.FBX,Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_Head_v01\Hand_Teskao_02_Re_Mesh_fix_Anim_Head.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_Head_v01,.fbx,3368432,3.212,2023-08-18 14:14:10,2025-05-26 20:35:43,"голова, Модель, работа, маленький, старый, анимация, 3D"
Hand_Teskao_03_Re_Mesh_fix_Anim_Head.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_Head_v01\Hand_Teskao_03_Re_Mesh_fix_Anim_Head.FBX,Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_Head_v01\Hand_Teskao_03_Re_Mesh_fix_Anim_Head.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_Head_v01,.fbx,3672032,3.502,2023-08-18 14:14:14,2025-05-26 20:35:43,"Модель, маленький, старый, работа, крупный., анимация, 3D"
Hand_Teskao_04_Re_Mesh_fix_Anim_Head.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_Head_v01\Hand_Teskao_04_Re_Mesh_fix_Anim_Head.FBX,Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_Head_v01\Hand_Teskao_04_Re_Mesh_fix_Anim_Head.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_Head_v01,.fbx,3407568,3.25,2023-08-18 14:14:18,2025-05-26 20:35:43,"голова, Модель, маленький, старый, фиксация, анимация, 3D"
Metelitsa_Ladder_04_Re_Mesh_fix_Anim_Head.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_Head_v01\Metelitsa_Ladder_04_Re_Mesh_fix_Anim_Head.FBX,Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_Head_v01\Metelitsa_Ladder_04_Re_Mesh_fix_Anim_Head.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_Head_v01,.fbx,4014464,3.828,2023-08-18 14:14:23,2025-05-26 20:35:43,"дизайн, Модель, маленький, старый, проект., анимация, 3D"
Prohod_Teskao_02_Re_Mesh_fix_Anim_Head.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_Head_v01\Prohod_Teskao_02_Re_Mesh_fix_Anim_Head.FBX,Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_Head_v01\Prohod_Teskao_02_Re_Mesh_fix_Anim_Head.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_Head_v01,.fbx,6500112,6.199,2023-08-18 14:14:28,2025-05-26 20:35:43,"большой, работа, маленький, старый, развлекательный., 3D-модель, анимация"
Prohod_Teskao_03_Re_Mesh_fix_Anim_Head.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_Head_v01\Prohod_Teskao_03_Re_Mesh_fix_Anim_Head.FBX,Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_Head_v01\Prohod_Teskao_03_Re_Mesh_fix_Anim_Head.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_Head_v01,.fbx,4953552,4.724,2023-08-18 14:14:32,2025-05-26 20:35:43,"средний размер., работа, маленький, старый, анимация, 3D модель"
Turn_Teskao_03_Re_Mesh_fix_Anim_Head.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_Head_v01\Turn_Teskao_03_Re_Mesh_fix_Anim_Head.FBX,Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_Head_v01\Turn_Teskao_03_Re_Mesh_fix_Anim_Head.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_Head_v01,.fbx,4813520,4.591,2023-08-18 14:14:36,2025-05-26 20:35:43,"большой, Модель, маленький, старый, работа, анимация, 3D"
Turn_Teskao_04_Re_Mesh_fix_Anim_Head.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_Head_v01\Turn_Teskao_04_Re_Mesh_fix_Anim_Head.FBX,Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_Head_v01\Turn_Teskao_04_Re_Mesh_fix_Anim_Head.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_Head_v01,.fbx,5273232,5.029,2023-08-18 14:14:41,2025-05-26 20:35:43,"большой, работа, маленький, старый, разработка., 3D-модель, анимация"
Wear_Teskao_05_Re_Mesh_fix_Anim_Head.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_Head_v01\Wear_Teskao_05_Re_Mesh_fix_Anim_Head.FBX,Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_Head_v01\Wear_Teskao_05_Re_Mesh_fix_Anim_Head.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_Head_v01,.fbx,4972288,4.742,2023-08-18 14:14:46,2025-05-26 20:35:44,"Модель, маленький, старый, графика, разработка., анимация, 3D"
Born_Teskao_03_Re_Clean_v06_Anim_FIX_Pants.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_Pants_v01\Born_Teskao_03_Re_Clean_v06_Anim_FIX_Pants.FBX,Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_Pants_v01\Born_Teskao_03_Re_Clean_v06_Anim_FIX_Pants.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_Pants_v01,.fbx,5275824,5.031,2023-08-18 15:33:55,2025-05-26 20:35:44,"Модель, анимация, работа, маленький, старый, важный, 3D"
Door_Teskao_04_Re_Mesh_fix_Anim_Pants.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_Pants_v01\Door_Teskao_04_Re_Mesh_fix_Anim_Pants.FBX,Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_Pants_v01\Door_Teskao_04_Re_Mesh_fix_Anim_Pants.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_Pants_v01,.fbx,6195232,5.908,2023-08-18 15:34:08,2025-05-26 20:35:44,"Модель, маленький, старый, размерный., одежда, анимация, 3D"
Hand_Teskao_02_Re_Mesh_fix_Anim_Pants.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_Pants_v01\Hand_Teskao_02_Re_Mesh_fix_Anim_Pants.FBX,Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_Pants_v01\Hand_Teskao_02_Re_Mesh_fix_Anim_Pants.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_Pants_v01,.fbx,2789856,2.661,2023-08-18 15:34:17,2025-05-26 20:35:44,"средний размер, маленький, старый, одежда, 3D-модель, анимация, редактирование"
Hand_Teskao_03_Re_Mesh_fix_Anim_Pants.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_Pants_v01\Hand_Teskao_03_Re_Mesh_fix_Anim_Pants.FBX,Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_Pants_v01\Hand_Teskao_03_Re_Mesh_fix_Anim_Pants.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_Pants_v01,.fbx,3093456,2.95,2023-08-18 15:34:24,2025-05-26 20:35:44,"ремешок, маленький, старый, фиксация, одежда, 3D-модель, анимация"
Hand_Teskao_04_Re_Mesh_fix_Anim_Pants.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_Pants_v01\Hand_Teskao_04_Re_Mesh_fix_Anim_Pants.FBX,Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_Pants_v01\Hand_Teskao_04_Re_Mesh_fix_Anim_Pants.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_Pants_v01,.fbx,2828992,2.698,2023-08-18 15:34:29,2025-05-26 20:35:44,"Модель, маленький, старый, файл, одежда, анимация, 3D"
Metelitsa_Ladder_04_Re_Mesh_fix_Anim_Pants.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_Pants_v01\Metelitsa_Ladder_04_Re_Mesh_fix_Anim_Pants.FBX,Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_Pants_v01\Metelitsa_Ladder_04_Re_Mesh_fix_Anim_Pants.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Teskao_Mesh\TESCAO_MESH_ALL_PIECE\Anim_only_Pants_v01,.fbx,3435888,3.277,2023-08-18 15:34:34,2025-05-26 20:35:44,"Модель, маленький, старый, размерный., одежда, анимация, 3D"
